brand_shades,brand_short,product,product_short,hex,H,S,V,L,group,H_was_missing,S_was_missing,V_was_missing,L_was_missing,group_was_missing,brand_was_missing,brand_short_was_missing,product_was_missing,product_short_was_missing,hex_was_missing,brand_all,product_line,url,description,imgSrc,imgAlt,name,specific,colorspace,hue,sat,lightness,brand_missing,product_missing,url_missing,description_missing,imgSrc_missing,imgAlt_missing,name_missing,specific_missing,colorspace_missing,hex_missing,hue_missing,sat_missing,lightness_missing,approx_release_date,approx_release_date_dt,release_year,brand_shades_missing,brand_short_missing,product_shades_missing,product_short_missing,H_missing,S_missing,V_missing,L_missing,group_missing,H_was_missing_missing,S_was_missing_missing,V_was_missing_missing,L_was_missing_missing,group_was_missing_missing,brand_was_missing_missing,brand_short_was_missing_missing,product_was_missing_missing,product_short_was_missing_missing,hex_was_missing_missing,product_line_missing,brand_missing_missing,product_missing_missing,url_missing_missing,description_missing_missing,imgSrc_missing_missing,imgAlt_missing_missing,name_missing_missing,specific_missing_missing,colorspace_missing_missing,hex_missing_missing,hue_missing_missing,sat_missing_missing,lightness_missing_missing,approx_release_date_missing,approx_release_date_dt_missing,release_year_missing
,,,,#2F2828,,,,,,,,,,,,,,,,Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Deep Espresso,https://images.ulta.com/is/image/Ulta/2558957sw?$50px$,Deep Espresso,Deep Espresso,2,RGB,0.0,0.0804597701149425,0.170588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/20,2020-11-01,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#382725,,,,,,,,,,,,,,,,Juvia's Place,I Am Magic Foundation,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,100 Sudan (for the deepest darkest skin w/ a cool undertone)  selected,https://images.ulta.com/is/image/Ulta/2550479sw?$tn$,100 Sudan (for the deepest darkest skin w/ a cool undertone),Sudan,100,RGB,6.31578947368421,0.204301075268817,0.182352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/21,2021-02-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#392928,,,,,,,,,,,,,,,,Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Nude Mocha,https://images.ulta.com/is/image/Ulta/2557356sw?$50px$,Nude Mocha,Nude Mocha,2,RGB,3.52941176470588,0.175257731958763,0.190196078431373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/20,2020-11-01,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#392B27,,,,,,,,,,,,,,,,Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,92NN (ultra-deep neutral w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2549589sw?$50px$,92NN (ultra-deep neutral w/ neutral undertone),Neutral,92NN,RGB,13.3333333333333,0.1875,0.188235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#3A2115,,,,,,,,,,,,,,,,beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.75 Neutral very deep with neutral undertones,/productimages/sku/s2173011+sw.jpg,4.75 Neutral,Neutral,4.75,RGB,19.4594594594595,0.468354430379747,0.154901960784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07/18,2018-07-01,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#3B2D28,,,,,,,,,,,,,,,,Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.120 Neutral (deepest w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541893sw?$50px$,F5.120 Neutral (deepest w/ neutral undertones),Neutral,F5.120,RGB,15.7894736842105,0.191919191919192,0.194117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#3D2A24,,,,,,,,,,,,,,,,Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,142 Deep (deep w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2553489sw?$50px$,142 Deep (deep w/ neutral undertones),Deep,142,RGB,14.4,0.257731958762887,0.190196078431373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#3E2822,,,,,,,,,,,,,,,,Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,590C (very deep skin with a cool undertone),https://images.ulta.com/is/image/Ulta/2551459sw?$50px$,590C (very deep skin with a cool undertone),Neutral,590C,RGB,12.8571428571429,0.291666666666667,0.188235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#3E2927,,,,,,,,,,,,,,,,Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.110 Warm (deepest w/ rich red undertones),https://images.ulta.com/is/image/Ulta/2541904sw?$50px$,F5.110 Warm (deepest w/ rich red undertones),Warm,F5.110,RGB,5.21739130434783,0.227722772277228,0.198039215686275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#412A28,,,,,,,,,,,,,,,,KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep 87 N (rich deep ebony with neutral undertone),https://images.ulta.com/is/image/Ulta/2570613sw?$50px$,Deep 87 N (rich deep ebony with neutral undertone),Deep   N,87,RGB,4.8,0.238095238095238,0.205882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/21,2021-02-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#422922,,,,,,,,,,,,,,,,Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,580W (very deep skin with a warm red undertone),https://images.ulta.com/is/image/Ulta/2551461sw?$50px$,580W (very deep skin with a warm red undertone),Neutral,580W,RGB,13.125,0.32,0.196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#432C2A,,,,,,,,,,,,,,,,Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Rich Cocoa,https://images.ulta.com/is/image/Ulta/2558958sw?$50px$,Rich Cocoa,Rich Cocoa,2,RGB,4.8,0.229357798165138,0.213725490196078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/20,2020-11-01,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#432D27,,,,,,,,,,,,,,,,Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.100 Neutral (deepest w/ slightly red undertones),https://images.ulta.com/is/image/Ulta/2541892sw?$50px$,F5.100 Neutral (deepest w/ slightly red undertones),Neutral,F5.100,RGB,12.8571428571429,0.264150943396226,0.207843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#432D29,,,,,,,,,,,,,,,,e.l.f. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,Ebony (richest with neutral-cool undertones),https://images.ulta.com/is/image/Ulta/2554513sw?$50px$,Ebony (richest with neutral-cool undertones),Ebony,2,RGB,9.23076923076923,0.240740740740741,0.211764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/20,2020-11-01,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#442E24,,,,,,,,,,,,,,,,Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,141 Deep (deep w/ golden undertones),https://images.ulta.com/is/image/Ulta/2553488sw?$50px$,141 Deep (deep w/ golden undertones),Deep,141,RGB,18.75,0.307692307692308,0.203921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#4460F3,,,,,,,,,,,,,,,,L.A. Girl,Pro Matte Mixing Pigment,https://www.ulta.com/pro-matte-mixing-pigment?productId=pimprod2003317,Blue  selected,https://images.ulta.com/is/image/Ulta/2540122sw?$tn$,Blue,Blue,2,RGB,230.4,0.879396984924623,0.609803921568628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/20,2020-11-01,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#452722,,,,,,,,,,,,,,,,ZOEVA,Authentik Skin Natural Luminous Foundation,https://www.ulta.com/authentik-skin-natural-luminous-foundation?productId=pimprod2008861,440C Wise (very deep cool tone),https://images.ulta.com/is/image/Ulta/2554243sw?$50px$,440C Wise (very deep cool tone),Wise,440C,RGB,8.57142857142857,0.339805825242718,0.201960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05/21,2021-05-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#452A21,,,,,,,,,,,,,,,,Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,570N (deep skin with a neutral red undertone),https://images.ulta.com/is/image/Ulta/2551460sw?$50px$,570N (deep skin with a neutral red undertone),Neutral,570N,RGB,15.0,0.352941176470588,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#45312E,,,,,,,,,,,,,,,,Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,https://www.sephora.com/product/givenchy-teint-couture-city-balm-radiant-perfecting-skin-tint-spf-25-P454977?icid2=products%20grid:p454977,N490 deep with neutral undertones,/productimages/sku/s2329373+sw.jpg,N490 1 oz/ 30 mL,Neutral,N490,RGB,7.82608695652174,0.2,0.225490196078431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/20,2020-08-01,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#462B21,,,,,,,,,,,,,,,,Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Ganache richest with neutral undertones,/productimages/sku/s2084705+sw.jpg,Ganache 1 oz,Ganache,2,RGB,16.2162162162162,0.359223300970874,0.201960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/24,2024-04-01,2024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#462D26,,,,,,,,,,,,,,,,KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep 85 W (rich deep truffle with warm undertone),https://images.ulta.com/is/image/Ulta/2570612sw?$50px$,Deep 85 W (rich deep truffle with warm undertone),Deep   W,85,RGB,13.125,0.296296296296296,0.211764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/21,2021-02-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#463631,,,,,,,,,,,,,,,,Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,90CB (ultra-deep cool w/ plum undertone),https://images.ulta.com/is/image/Ulta/2549579sw?$50px$,90CB (ultra-deep cool w/ plum undertone),Neutral,90CB,RGB,14.2857142857143,0.176470588235294,0.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#472D29,,,,,,,,,,,,,,,,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)",https://images.ulta.com/is/image/Ulta/2529031sw?$50px$,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)",Chestnut,6C3,RGB,8.0,0.267857142857143,0.219607843137255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#47302C,,,,,,,,,,,,,,,,PÜR,4-In-1 Love Your Selfie Longwear Foundation & Concealer,https://www.ulta.com/4-in-1-love-your-selfie-longwear-foundation-concealer?productId=pimprod2005671,DPN6 Espresso (rich brown skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2544532sw?$50px$,DPN6 Espresso (rich brown skin w/ neutral undertones),Espresso,DPN6,RGB,8.88888888888889,0.234782608695652,0.225490196078431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/21,2021-04-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#47312A,,,,,,,,,,,,,,,,Beauty Bakerie,InstaBake Aqua Glass Foundation,https://www.ulta.com/instabake-aqua-glass-foundation?productId=pimprod2009084,301 Neutral,https://images.ulta.com/is/image/Ulta/2552710sw?$50px$,301 Neutral,Neutral,301,RGB,14.4827586206897,0.256637168141593,0.22156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#483329,,,,,,,,,,,,,,,,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,https://www.ulta.com/true-portrait-medium-coverage-shake-foundation?productId=pimprod2018125,Deep 098 (rich-deep with neutral undertone),https://images.ulta.com/is/image/Ulta/2570671sw?$50px$,Deep 098 (rich-deep with neutral undertone),Deep,098,RGB,19.3548387096774,0.274336283185841,0.22156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#483427,,,,,,,,,,,,,,,,Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.90 Olive (deepest w/ rich green undertones),https://images.ulta.com/is/image/Ulta/2541971sw?$50px$,F5.90 Olive (deepest w/ rich green undertones),Olive,F5.90,RGB,23.6363636363636,0.297297297297297,0.217647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#493329,,,,,,,,,,,,,,,,Catrice,HD Liquid Coverage Foundation,https://www.ulta.com/hd-liquid-coverage-foundation?productId=xlsImpprod16021093,098 Deep Mocha,https://images.ulta.com/is/image/Ulta/2558564sw?$50px$,098 Deep Mocha,Deep Mocha,098,RGB,18.75,0.280701754385965,0.223529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05/21,2021-05-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#4A2D23,,,,,,,,,,,,,,,,Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,560W (deep skin with a warm beige undertone),https://images.ulta.com/is/image/Ulta/2551458sw?$50px$,560W (deep skin with a warm beige undertone),Neutral,560W,RGB,15.3846153846154,0.357798165137615,0.213725490196078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#4A3029,,,,,,,,,,,,,,,,Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,140 Deep (deep w/ warm w/ red undertones),https://images.ulta.com/is/image/Ulta/2553487sw?$50px$,140 Deep (deep w/ warm w/ red undertones),Deep,140,RGB,12.7272727272727,0.28695652173913,0.225490196078431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/21,2021-01-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#4B3327,,,,,,,,,,,,,,,,Dermablend,Flawless Creator Liquid Foundation Drops,https://www.ulta.com/flawless-creator-liquid-foundation-drops?productId=xlsImpprod16661005,90N (very deep skin with neutral undertones),https://images.ulta.com/is/image/Ulta/2518680sw?$50px$,90N (very deep skin with neutral undertones),Neutral,90N,RGB,20.0,0.315789473684211,0.223529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/20,2020-10-01,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#4C2C26,,,,,,,,,,,,,,,,Juvia's Place,I Am Magic Foundation,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,120 Chad (for the deepest darkest skin w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2550480sw?$50px$,120 Chad (for the deepest darkest skin w/ neutral undertone),Chad,120,RGB,9.47368421052632,0.333333333333333,0.223529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/21,2021-02-01,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,#4C2E23,,,,,,,,,,,,,,,,Makeup Revolution,Fast Base Stick Foundation,https://www.ulta.com/fast-base-stick-foundation?productId=xlsImpprod18241087,F18 (for dark skin tones with a warm undertone) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2527614sw?$50px$,F18 (for dark skin tones with a warm undertone),Neutral,F18,RGB,16.0975609756098,0.369369369369369,0.217647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/20,2020-11-01,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
